,City,Country,Date,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed
355,Ambon City,ID,1613509732,-3.6954,128.1814,75.2,94,40,4.61
356,Klaksvík,FO,1613509709,62.2266,-6.589,44.6,100,75,21.85
357,Mossamedes,AO,1613509581,-15.1961,12.1522,74.8,75,5,7.25
358,La Santisima Trinidad,BO,1613509976,-14.8333,-64.9,82.4,83,40,5.75
359,Tenosique,MX,1613510164,17.4833,-91.4333,77.0,78,75,5.95
360,Macenta,GN,1613510165,8.5435,-9.471,75.0,74,100,1.21
361,Iaciara,BR,1613509870,-14.0958,-46.6317,76.28,87,96,4.29
362,Takanabe,JP,1613510165,32.1333,131.5,38.43,74,47,10.04
363,Fresno,US,1613510143,36.6666,-119.8343,57.99,62,75,6.91
364,Mehamn,NO,1613510165,71.0357,27.8492,14.0,73,0,11.5
365,Mattru,SL,1613510166,7.6244,-11.8332,78.69,83,99,3.56
366,Samfya,ZM,1613510166,-11.3649,29.5565,68.07,87,100,6.78
367,Aklavik,CA,1613509729,68.2191,-135.0107,-16.6,76,75,6.91
368,Vao,NC,1613510166,-22.6667,167.4833,79.56,88,64,11.41
369,Lyuban',BY,1613510166,52.7985,28.0048,7.88,96,33,6.71
370,Portland,US,1613509845,45.5234,-122.6762,51.01,71,75,9.22
371,Takoradze,GH,1613509910,4.8845,-1.7554,81.09,84,88,7.2
372,Sabang,ID,1613509758,5.8933,95.3214,82.17,73,29,12.59
373,Kristiansund,NO,1613510167,63.1115,7.732,41.0,48,20,9.22
374,Kumertau,RU,1613510047,52.7667,55.7833,-14.87,88,73,3.67
375,Puerto Plata,DO,1613509904,19.7934,-70.6884,82.4,69,20,16.11
376,Margate,GB,1613509720,51.3813,1.3862,46.0,80,19,4.0
377,Twentynine Palms,US,1613510167,34.1356,-116.0542,64.4,22,20,20.71
378,Bogorodskoye,RU,1613509880,56.55,37.8833,6.84,94,100,9.66
379,Kaupanger,NO,1613510168,61.1845,7.2404,33.01,80,75,11.5
380,Huacho,PE,1613509888,-11.1067,-77.605,78.06,60,6,9.42
381,Marsá Maţrūḩ,EG,1613510168,31.3525,27.2453,48.2,66,40,20.71
382,Kabo,CF,1613510168,7.6994,18.629,80.64,16,63,6.96
383,Ndola,ZM,1613509916,-12.9587,28.6366,70.0,84,100,1.99
384,Chui,UY,1613509706,-33.6971,-53.4616,71.94,86,58,7.25
385,Polyarny,RU,1613510168,69.1989,33.4478,-11.2,77,0,9.86
386,Baraut,IN,1613510169,29.1,77.2667,59.0,88,0,3.94
387,Gull Lake,CA,1613510169,50.1001,-108.4847,5.0,78,75,11.5
388,Anadyr,RU,1613510169,64.75,177.4833,-22.0,76,0,2.24
389,Fortuna,US,1613509986,40.5982,-124.1573,55.0,81,75,11.5
390,Dawlatabad,AF,1613509954,36.4141,64.9053,53.64,40,0,1.83
391,Le Port,RE,1613509727,-20.9373,55.2919,80.6,65,90,10.36
392,Turaif,SA,1613510169,31.6725,38.6637,51.8,66,40,6.91
393,Muscat,OM,1613510170,23.6139,58.5922,69.8,94,0,1.14
394,Kynšperk nad Ohří,CZ,1613510170,50.1189,12.5303,33.01,99,100,4.14
395,Kathu,TH,1613510170,7.9178,98.3332,75.2,83,20,3.44
396,Karaikudi,IN,1613510170,10.0667,78.7833,73.02,78,62,5.84
397,Olafsvik,IS,1613509879,64.8945,-23.7142,39.09,78,100,7.83
398,Karagay,RU,1613510170,58.2667,54.9368,-5.51,91,100,5.97
399,Talnakh,RU,1613509714,69.4865,88.3972,-17.93,80,88,2.39
400,Kula,TR,1613510171,38.5473,28.6498,22.37,92,11,8.01
401,Oparino,RU,1613510171,59.8518,48.2783,-4.23,92,100,4.25
402,Waipawa,NZ,1613510171,-41.4122,175.5153,60.01,72,90,21.85
403,Notre-Dame-du-Lac,CA,1613510171,47.6136,-68.7964,18.0,86,100,4.61
404,Toora-Khem,RU,1613510172,52.4675,96.11,11.25,90,81,2.24
405,Tecate,MX,1613510172,32.5667,-116.6333,63.0,69,30,4.0
406,Itararé,BR,1613510172,-24.1125,-49.3317,75.61,76,8,5.03
407,Murud,IN,1613510172,18.3258,72.965,70.38,82,0,5.03
408,Broome,US,1613509706,42.2506,-75.833,32.0,93,90,11.5
409,Sonoita,MX,1613510173,31.85,-112.8333,66.99,29,53,4.0
410,Salta,AR,1613510173,-24.7859,-65.4117,64.4,94,75,2.3
411,La Ronge,CA,1613509755,55.1001,-105.2842,-2.2,59,70,4.61
412,Tărlungeni,RO,1613510173,45.6333,25.75,15.01,76,0,3.6
413,Sibolga,ID,1613509763,1.7427,98.7792,77.0,78,7,3.91
414,Nelson Bay,AU,1613509765,-32.7167,152.15,69.8,78,75,5.75
415,Atkinson,US,1613510173,42.8384,-71.147,36.0,100,90,4.27
416,Cascais,PT,1613510174,38.6979,-9.4215,57.99,85,100,4.0
417,Ayan,RU,1613510174,56.45,138.1667,-8.23,79,100,13.94
418,Churapcha,RU,1613509894,62.0025,132.4325,-32.82,84,27,3.38
419,Taltal,CL,1613510174,-25.4,-70.4833,69.19,64,16,5.17
420,Noshiro,JP,1613510174,40.2039,140.0242,28.44,90,100,30.58
421,Nantucket,US,1613509880,41.2835,-70.0995,46.99,100,90,12.66
422,Kibala,TD,1613509891,9.1104,18.3463,84.2,15,0,4.61
423,Kayerkan,RU,1613509916,69.3497,87.7602,-18.09,86,97,3.49
424,Vardø,NO,1613509909,70.3705,31.1107,17.6,73,0,17.27
425,Menongue,AO,1613510175,-14.6585,17.691,64.56,72,8,3.58
426,Port Moresby,PG,1613510175,-9.4431,147.1797,73.4,100,40,5.75
427,Lagos,NG,1613510120,6.5833,3.75,82.4,89,20,6.91
428,Moerai,PF,1613510175,-22.4333,-151.3333,79.72,73,100,8.61
429,Kauhajoki,FI,1613510176,62.4333,22.1833,-2.0,84,0,4.65
430,Torrington,US,1613510176,41.8007,-73.1212,43.0,81,95,5.99
431,Molteno,ZA,1613510176,-31.3968,26.3625,49.3,80,44,10.38
432,Timrå,SE,1613510176,62.487,17.3257,26.01,79,90,4.61
433,Bosaso,SO,1613510176,11.2842,49.1816,74.26,72,63,3.62
434,Tomatlán,MX,1613509940,19.9333,-105.25,77.77,46,0,9.91
435,Shelburne,CA,1613509922,44.0787,-80.2041,15.8,79,90,14.97
436,Amapá,BR,1613509979,1.0,-52.0,77.65,80,52,3.24
437,Hamilton,US,1613510018,39.1834,-84.5333,21.99,58,90,8.05
438,Jacareacanga,BR,1613509989,-6.2222,-57.7528,84.87,69,13,2.64
439,Panalingaan,PH,1613510177,8.7842,117.4231,76.26,86,9,8.63
440,Coquimbo,CL,1613509904,-29.9533,-71.3436,68.0,60,0,12.66
441,Karratha,AU,1613509731,-20.7377,116.8463,80.1,74,100,6.29
442,Bandi̇̄pur,NP,1613510177,27.9333,84.4167,45.54,79,1,2.55
443,Yeniseysk,RU,1613510178,58.4497,92.1703,11.71,96,100,2.46
444,Bahía Blanca,AR,1613510063,-38.7196,-62.2724,78.53,26,0,10.71
445,Lompoc,US,1613509719,34.6391,-120.4579,60.8,55,1,19.57
446,Nuuk,GL,1613510178,64.1835,-51.7216,8.6,61,20,10.36
447,Bereket,TM,1613510178,39.2446,55.5154,57.43,37,0,3.53
448,Antigonish,CA,1613510178,45.6169,-61.9986,30.99,94,100,4.0
449,Moramanga,MG,1613510178,-18.9333,48.2,65.53,95,100,1.9
450,Batticaloa,LK,1613510179,7.7102,81.6924,75.61,75,27,2.75
451,Madang,PG,1613510179,-5.2246,145.7966,76.14,91,100,4.27
452,Caucaia,BR,1613510179,-3.7361,-38.6531,77.0,94,90,3.44
453,Senovo,SI,1613510179,46.0236,15.4769,33.8,75,72,3.44
454,Mananara,MG,1613509931,-16.1667,49.7667,77.59,90,100,3.44
455,Berlevåg,NO,1613509924,70.8578,29.0864,14.0,67,0,11.5
456,Westport,US,1613509630,41.1415,-73.3579,50.0,76,1,11.5
457,Kruisfontein,ZA,1613509707,-34.0033,24.7314,61.0,84,0,1.01
458,Jaisinghnagar,IN,1613510180,23.7,81.3833,62.69,72,93,4.81
459,Jensen Beach,US,1613510180,27.2545,-80.2298,77.0,73,90,14.97
460,Fairbanks,US,1613509825,64.8378,-147.7164,10.4,85,90,3.44
461,Brae,GB,1613509721,60.3964,-1.353,46.4,76,20,23.02
462,Kaeo,NZ,1613510180,-35.1,173.7833,72.0,67,84,7.0
463,Batemans Bay,AU,1613509768,-35.7167,150.1833,64.0,96,76,1.01
464,Juneau,US,1613510113,58.3019,-134.4197,24.8,80,90,2.71
465,Chāndbāli,IN,1613510180,20.7833,86.7667,67.84,91,0,4.9
466,Leningradskiy,RU,1613509689,69.3833,178.4167,-18.62,87,84,4.12
467,Dawson Creek,CA,1613510181,55.7666,-120.2362,3.2,72,1,3.44
468,Ust-Kuyga,RU,1613509924,70.0167,135.6,-27.81,81,94,1.01
469,Chernyshevskiy,RU,1613509933,63.0128,112.4714,-29.74,85,72,3.58
470,Saint George,US,1613509547,37.1041,-113.5841,57.2,21,20,14.97
471,Ongandjera,NA,1613510181,-17.8833,15.0667,80.11,32,50,14.38
472,Banyo,CM,1613510181,6.75,11.8167,68.4,24,0,4.97
473,Dingle,PH,1613509749,10.9995,122.6711,73.35,91,59,6.87
474,Touros,BR,1613509914,-5.1989,-35.4608,80.6,83,40,6.91
475,Horodnya,UA,1613510182,51.8909,31.5974,3.25,94,90,8.48
476,Oxford,GB,1613509735,51.7522,-1.256,46.4,87,75,13.8
477,Gander,CA,1613510038,48.9682,-54.5906,23.0,63,90,3.44
478,High Rock,BS,1613510182,26.6208,-78.2833,77.0,88,75,9.22
479,Laguna,US,1613509700,38.421,-121.4238,60.01,54,1,4.61
480,Piła,PL,1613509894,53.1515,16.7378,28.0,97,100,3.38
481,Bitung,ID,1613510183,1.4451,125.1824,77.0,94,40,2.3
482,Cerano,MX,1613510183,20.1167,-101.3833,75.2,16,1,20.71
483,Selikhino,RU,1613510183,50.3672,137.4996,13.44,93,100,22.5
484,Ashington,GB,1613510183,50.9331,-0.3909,48.0,3,18,3.0
485,Staraya Russa,RU,1613510183,57.9944,31.3608,4.95,94,89,7.49
486,Kawalu,ID,1613509775,-7.3817,108.2082,74.23,88,100,0.96
487,Adrar,MR,1613509880,20.5022,-10.0711,72.82,20,98,13.69
488,Sola,VU,1613510184,-13.8833,167.55,82.4,94,20,10.47
489,Cooma,AU,1613510184,-36.2333,149.1333,57.2,88,90,10.36
490,Ca Mau,VN,1613509993,9.1769,105.15,69.73,87,48,5.97
491,Palu,ID,1613510184,-0.8917,119.8707,75.63,82,98,1.77
492,Visnes,NO,1613510184,59.3556,5.2242,36.0,87,90,24.16
493,Amahai,ID,1613510184,-3.3333,128.9167,78.51,77,99,3.47
494,Shchelkun,RU,1613510184,56.3034,60.9483,-7.6,71,20,15.66
495,Tekeli,KZ,1613510185,44.83,78.8239,35.37,73,1,10.51
496,Seymchan,RU,1613510185,62.8833,152.4333,-21.71,85,100,2.39
497,Ponta Delgada,PT,1613510185,37.7333,-25.6667,59.0,72,40,14.97
498,Norman Wells,CA,1613509687,65.282,-126.8329,-14.8,76,75,2.3
499,Valleyview,CA,1613510185,55.0667,-117.2859,5.0,78,100,3.44
500,Kabin Buri,TH,1613510185,13.9511,101.7177,76.33,81,0,3.38
501,Mathbaria,BD,1613510185,22.2876,89.9593,63.52,56,0,2.21
502,Jaguaribe,BR,1613510185,-5.8906,-38.6219,76.48,86,100,3.94
503,Kokkola,FI,1613510186,63.8385,23.1307,3.99,84,0,4.61
504,Yinchuan,CN,1613509692,38.4681,106.2731,31.05,73,0,5.53
505,Kingisepp,RU,1613510186,59.3733,28.6134,7.81,95,90,6.2
506,Mahibadhoo,MV,1613510186,3.7833,72.9667,80.85,78,91,10.78
507,Bambanglipuro,ID,1613510186,-7.95,110.2833,77.59,86,98,2.57
508,Codajás,BR,1613510186,-3.8367,-62.0569,88.21,63,53,3.22
509,Paamiut,GL,1613509694,61.994,-49.6678,10.67,87,47,18.54
510,Road Town,VG,1613509687,18.4167,-64.6167,80.6,61,0,21.36
511,Fortuna Foothills,US,1613510187,32.6578,-114.4119,73.99,25,1,6.91
512,Aden,YE,1613510074,12.7794,45.0367,76.48,69,54,15.43
513,Tura,IN,1613510187,25.5198,90.2201,62.1,36,0,2.39
514,Cockburn Town,TC,1613510187,21.4612,-71.1419,80.6,61,20,17.27
515,Koutsouras,GR,1613510187,35.0339,25.9469,44.01,51,29,44.0
516,Berdigestyakh,RU,1613510188,62.0989,126.6992,-31.56,84,35,2.57
517,Qaqortoq,GL,1613510188,60.7167,-46.0333,17.6,57,75,10.36
518,Frutal,BR,1613510188,-20.0247,-48.9406,79.41,79,48,6.53
519,Mabaruma,GY,1613510188,8.2,-59.7833,79.5,65,96,7.52
520,Alberton,CA,1613510188,46.8168,-64.0654,26.6,93,100,26.46
521,Yatou,CN,1613510188,37.15,122.3833,20.7,84,79,19.51
522,Port-Gentil,GA,1613510189,-0.7193,8.7815,80.6,100,40,4.61
523,Tuy Hoa,VN,1613509739,13.0833,109.3,65.05,89,45,5.93
524,Greenville,US,1613510101,35.6127,-77.3663,66.0,42,1,12.66
525,Darłowo,PL,1613510189,54.421,16.4107,28.99,93,100,5.57
526,Faya,SA,1613509709,18.3851,42.4509,62.6,33,0,3.87
527,Luanda,AO,1613510055,-8.8368,13.2343,80.6,78,40,6.91
528,Stornoway,GB,1613510190,58.2093,-6.3865,44.6,81,75,21.85
529,Kununurra,AU,1613509727,-15.7667,128.7333,80.6,80,100,0.92
530,Grøa,NO,1613510190,62.65,8.7167,41.0,48,20,9.22
531,Trincomalee,LK,1613510190,8.5711,81.2335,77.97,72,2,7.74
532,Barra de Tecoanapa,MX,1613510190,16.5167,-98.75,80.42,54,0,12.55
533,Mounana,GA,1613510191,-1.4085,13.1586,72.23,93,45,2.33
534,Bluefield,US,1613510191,37.2698,-81.2223,23.0,100,90,13.8
535,Algiers,DZ,1613510191,36.7525,3.042,42.8,81,20,3.94
536,Laje,BR,1613510191,-10.1833,-40.9667,73.8,84,100,1.77
537,Bilibino,RU,1613509883,68.0546,166.4372,-14.3,79,0,1.81
538,Santa Luzia,BR,1613510191,-19.7697,-43.8514,86.0,58,40,4.61
539,Aykhal,RU,1613510192,66.0,111.5,-28.26,80,80,9.35
540,Itaituba,BR,1613509571,-4.2761,-55.9836,84.31,71,100,1.48
541,Sioux Lookout,CA,1613509955,50.1001,-91.917,6.8,40,20,8.05
542,Kargasok,RU,1613510192,59.0556,80.8572,-6.52,92,86,6.06
543,Shubarshi,KZ,1613510192,48.5872,57.1869,13.46,91,100,12.84
544,Tres Palos,MX,1613510192,18.1833,-101.6167,80.6,65,40,11.5
545,Auki,SB,1613509980,-8.7676,160.7034,81.32,77,100,1.95
546,Chodavaram,IN,1613510193,17.8333,82.95,71.6,94,0,2.3
547,Bariloche,AR,1613509712,-41.1456,-71.3082,71.6,33,20,26.46
548,Eséka,CM,1613510193,3.65,10.7667,75.67,88,90,2.44
549,Mortka,RU,1613510193,59.3322,66.0214,-7.08,91,99,5.97
550,Clifton,US,1613510082,40.8584,-74.1638,48.2,57,1,14.97
551,Jutaí,BR,1613510193,-5.1833,-68.9,86.25,72,43,2.26
552,Lakhdenpokh'ya,RU,1613510193,61.5198,30.1992,10.99,92,63,8.59
553,Byron Bay,AU,1613509719,-28.65,153.6167,69.8,94,75,14.97
554,Rio Grande,BR,1613510194,-32.035,-52.0986,84.2,51,75,11.5
555,Polunochnoye,RU,1613510194,60.8697,60.4153,-15.79,88,100,2.44
556,Vrangel',RU,1613510194,42.7297,133.0839,8.67,88,100,22.01
557,Palmer,US,1613509950,42.1584,-72.3287,39.99,93,90,8.43
558,San Bartolomé de Tirajana,ES,1613510194,27.9248,-15.5733,69.01,30,0,10.36
559,Buraidah,SA,1613510194,26.326,43.975,71.6,35,0,12.66
560,Maunatlala,BW,1613510195,-22.597,27.6301,66.61,79,99,7.72
561,Ayaviri,PE,1613510195,-14.8864,-70.5889,59.83,33,27,4.79
562,Dauriya,RU,1613510195,49.9333,116.8667,-20.18,83,0,5.53
563,Aranos,NA,1613510195,-24.1333,19.1167,74.37,20,49,7.7
564,Port Keats,AU,1613510195,-14.25,129.55,80.06,85,93,2.51
565,Magadan,RU,1613509920,59.5667,150.8,-1.05,81,0,10.96
566,Nemuro,JP,1613509909,43.3236,145.575,25.45,88,96,33.08
567,Dunajská Streda,SK,1613510196,47.9927,17.6121,30.99,84,100,1.99
568,Khartoum,SD,1613509808,15.5518,32.5324,80.6,12,0,17.27
569,Akdepe,TM,1613509724,42.0551,59.3788,39.2,75,0,11.5
570,Den Helder,NL,1613510196,52.9599,4.7593,42.8,93,90,13.8
571,Novoselytsya,UA,1613510196,48.2193,26.2653,12.0,72,36,1.99
572,Mount Gambier,AU,1613510017,-37.8333,140.7667,69.8,52,30,10.36
573,Kingston,JM,1613510197,17.997,-76.7936,84.0,69,20,25.32
574,Youkounkoun,GN,1613509980,12.5333,-13.1333,87.03,13,57,4.23
575,Luau,AO,1613509924,-10.7073,22.2247,70.34,82,100,2.3
576,Aasiaat,GL,1613510197,68.7098,-52.8699,-5.69,91,82,5.61
577,Ulaangom,MN,1613509710,49.9811,92.0667,-6.68,88,47,1.28
578,Yenagoa,NG,1613509735,4.9247,6.2642,79.57,84,90,4.88
579,Okakarara,NA,1613510198,-20.5833,17.4333,70.54,38,98,8.59
580,Mayumba,GA,1613510198,-3.432,10.6554,80.15,83,81,6.58
581,Yenotayevka,RU,1613510105,47.2456,47.0281,14.0,73,100,1.01
